timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673579872460,260,Industry_Tourism-0,301,Moved Permanently,BanglaPuzzle_Users 1-92,text,true,,963,141,100,100,http://www.banglapuzzle.com/industry/tourism,260,0,0
1673579872720,1761,Industry_Tourism-1,200,OK,BanglaPuzzle_Users 1-92,text,true,,30631,141,100,100,https://www.banglapuzzle.com/industry/tourism,1755,0,0
1673579872023,2470,All_Pages,200,OK,BanglaPuzzle_Users 1-9,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,262,0,0
1673579872023,262,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-9,text,true,,947,125,100,100,http://www.banglapuzzle.com/,262,0,0
1673579872285,2208,All_Pages-1,200,OK,BanglaPuzzle_Users 1-9,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,1929,0,0
1673579872187,2351,All_Pages,200,OK,BanglaPuzzle_Users 1-33,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,257,0,0
1673579872187,257,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-33,text,true,,947,125,100,100,http://www.banglapuzzle.com/,257,0,0
1673579872444,2094,All_Pages-1,200,OK,BanglaPuzzle_Users 1-33,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,1839,0,0
1673579872559,2055,Industry_Tourism,200,OK,BanglaPuzzle_Users 1-85,text,true,,31594,282,100,100,https://www.banglapuzzle.com/industry/tourism,268,0,0
1673579872559,268,Industry_Tourism-0,301,Moved Permanently,BanglaPuzzle_Users 1-85,text,true,,963,141,100,100,http://www.banglapuzzle.com/industry/tourism,268,0,0
1673579872828,1786,Industry_Tourism-1,200,OK,BanglaPuzzle_Users 1-85,text,true,,30631,141,100,100,https://www.banglapuzzle.com/industry/tourism,1780,0,0
1673579872601,2023,Products,200,OK,BanglaPuzzle_Users 1-55,text,true,,37097,266,100,100,https://www.banglapuzzle.com/products,274,0,0
1673579872601,274,Products-0,301,Moved Permanently,BanglaPuzzle_Users 1-55,text,true,,955,133,100,100,http://www.banglapuzzle.com/products,274,0,0
1673579872875,1749,Products-1,200,OK,BanglaPuzzle_Users 1-55,text,true,,36142,133,100,100,https://www.banglapuzzle.com/products,1705,0,0
1673579872210,2463,All_Pages,200,OK,BanglaPuzzle_Users 1-6,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,269,0,0
1673579872210,269,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-6,text,true,,947,125,100,100,http://www.banglapuzzle.com/,269,0,0
1673579872479,2194,All_Pages-1,200,OK,BanglaPuzzle_Users 1-6,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,1941,0,0
1673579872603,2082,News,200,OK,BanglaPuzzle_Users 1-73,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,260,0,0
1673579872603,260,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-73,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,260,0,0
1673579872863,1822,News-1,200,OK,BanglaPuzzle_Users 1-73,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,1812,0,0
1673579872633,2084,Products,200,OK,BanglaPuzzle_Users 1-42,text,true,,37097,266,100,100,https://www.banglapuzzle.com/products,261,0,0
1673579872633,261,Products-0,301,Moved Permanently,BanglaPuzzle_Users 1-42,text,true,,955,133,100,100,http://www.banglapuzzle.com/products,261,0,0
1673579872894,1823,Products-1,200,OK,BanglaPuzzle_Users 1-42,text,true,,36142,133,100,100,https://www.banglapuzzle.com/products,1806,0,0
1673579872352,2391,All_Pages,200,OK,BanglaPuzzle_Users 1-4,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,265,0,0
1673579872352,265,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-4,text,true,,947,125,100,100,http://www.banglapuzzle.com/,265,0,0
1673579872617,2126,All_Pages-1,200,OK,BanglaPuzzle_Users 1-4,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,1894,0,0
1673579872227,2588,All_Pages,200,OK,BanglaPuzzle_Users 1-57,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,274,0,0
1673579872227,274,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-57,text,true,,947,125,100,100,http://www.banglapuzzle.com/,274,0,0
1673579872501,2314,All_Pages-1,200,OK,BanglaPuzzle_Users 1-57,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2041,0,0
1673579870858,3969,News,200,OK,BanglaPuzzle_Users 1-60,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,255,0,0
1673579870858,255,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-60,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,255,0,0
1673579871113,3714,News-1,200,OK,BanglaPuzzle_Users 1-60,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,3704,0,0
1673579872742,2113,Products,200,OK,BanglaPuzzle_Users 1-68,text,true,,37097,266,100,100,https://www.banglapuzzle.com/products,264,0,0
1673579872742,264,Products-0,301,Moved Permanently,BanglaPuzzle_Users 1-68,text,true,,955,133,100,100,http://www.banglapuzzle.com/products,264,0,0
1673579873006,1849,Products-1,200,OK,BanglaPuzzle_Users 1-68,text,true,,36142,133,100,100,https://www.banglapuzzle.com/products,1840,0,0
1673579873024,1860,MobileAppDev_Services,200,OK,BanglaPuzzle_Users 1-54,text,true,,38537,310,100,100,https://www.banglapuzzle.com/service/mobile-app-development,301,0,0
1673579873024,301,MobileAppDev_Services-0,301,Moved Permanently,BanglaPuzzle_Users 1-54,text,true,,977,155,100,100,http://www.banglapuzzle.com/service/mobile-app-development,301,0,0
1673579873325,1559,MobileAppDev_Services-1,200,OK,BanglaPuzzle_Users 1-54,text,true,,37560,155,100,100,https://www.banglapuzzle.com/service/mobile-app-development,1549,0,0
1673579873050,1894,Products,200,OK,BanglaPuzzle_Users 1-97,text,true,,37097,266,100,100,https://www.banglapuzzle.com/products,304,0,0
1673579873050,304,Products-0,301,Moved Permanently,BanglaPuzzle_Users 1-97,text,true,,955,133,100,100,http://www.banglapuzzle.com/products,304,0,0
1673579873354,1590,Products-1,200,OK,BanglaPuzzle_Users 1-97,text,true,,36142,133,100,100,https://www.banglapuzzle.com/products,1581,0,0
1673579872880,2093,Products,200,OK,BanglaPuzzle_Users 1-78,text,true,,37097,266,100,100,https://www.banglapuzzle.com/products,261,0,0
1673579872880,261,Products-0,301,Moved Permanently,BanglaPuzzle_Users 1-78,text,true,,955,133,100,100,http://www.banglapuzzle.com/products,261,0,0
1673579873142,1831,Products-1,200,OK,BanglaPuzzle_Users 1-78,text,true,,36142,133,100,100,https://www.banglapuzzle.com/products,1822,0,0
1673579872553,2437,All_Pages,200,OK,BanglaPuzzle_Users 1-3,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,256,0,0
1673579872553,256,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-3,text,true,,947,125,100,100,http://www.banglapuzzle.com/,256,0,0
1673579872809,2181,All_Pages-1,200,OK,BanglaPuzzle_Users 1-3,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,1879,0,0
1673579873078,1923,News,200,OK,BanglaPuzzle_Users 1-10,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,302,0,0
1673579873078,302,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-10,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,302,0,0
1673579873380,1621,News-1,200,OK,BanglaPuzzle_Users 1-10,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,1611,0,0
1673579872903,2128,News,200,OK,BanglaPuzzle_Users 1-93,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,260,0,0
1673579872903,260,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-93,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,260,0,0
1673579873163,1868,News-1,200,OK,BanglaPuzzle_Users 1-93,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,1858,0,0
1673579873160,1883,Products,200,OK,BanglaPuzzle_Users 1-46,text,true,,37097,266,100,100,https://www.banglapuzzle.com/products,287,0,0
1673579873160,287,Products-0,301,Moved Permanently,BanglaPuzzle_Users 1-46,text,true,,955,133,100,100,http://www.banglapuzzle.com/products,287,0,0
1673579873447,1596,Products-1,200,OK,BanglaPuzzle_Users 1-46,text,true,,36142,133,100,100,https://www.banglapuzzle.com/products,1587,0,0
1673579873293,1762,News,200,OK,BanglaPuzzle_Users 1-95,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,320,0,0
1673579873293,320,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-95,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,320,0,0
1673579873613,1442,News-1,200,OK,BanglaPuzzle_Users 1-95,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,1433,0,0
1673579872483,2625,All_Pages,200,OK,BanglaPuzzle_Users 1-22,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,258,0,0
1673579872483,258,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-22,text,true,,947,125,100,100,http://www.banglapuzzle.com/,258,0,0
1673579872741,2367,All_Pages-1,200,OK,BanglaPuzzle_Users 1-22,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2007,0,0
1673579873249,1871,MobileAppDev_Services,200,OK,BanglaPuzzle_Users 1-30,text,true,,38537,310,100,100,https://www.banglapuzzle.com/service/mobile-app-development,339,0,0
1673579873249,339,MobileAppDev_Services-0,301,Moved Permanently,BanglaPuzzle_Users 1-30,text,true,,977,155,100,100,http://www.banglapuzzle.com/service/mobile-app-development,339,0,0
1673579873588,1532,MobileAppDev_Services-1,200,OK,BanglaPuzzle_Users 1-30,text,true,,37560,155,100,100,https://www.banglapuzzle.com/service/mobile-app-development,1522,0,0
1673579872705,2444,All_Pages,200,OK,BanglaPuzzle_Users 1-2,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,277,0,0
1673579872705,277,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-2,text,true,,947,125,100,100,http://www.banglapuzzle.com/,277,0,0
1673579872982,2167,All_Pages-1,200,OK,BanglaPuzzle_Users 1-2,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,1848,0,0
1673579872578,2583,All_Pages,200,OK,BanglaPuzzle_Users 1-20,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,258,0,0
1673579872578,258,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-20,text,true,,947,125,100,100,http://www.banglapuzzle.com/,258,0,0
1673579872836,2325,All_Pages-1,200,OK,BanglaPuzzle_Users 1-20,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2022,0,0
1673579872612,2576,All_Pages,200,OK,BanglaPuzzle_Users 1-8,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,259,0,0
1673579872612,259,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-8,text,true,,947,125,100,100,http://www.banglapuzzle.com/,259,0,0
1673579872871,2317,All_Pages-1,200,OK,BanglaPuzzle_Users 1-8,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2032,0,0
1673579873236,1962,Industry_Tourism,200,OK,BanglaPuzzle_Users 1-23,text,true,,31594,282,100,100,https://www.banglapuzzle.com/industry/tourism,312,0,0
1673579873236,312,Industry_Tourism-0,301,Moved Permanently,BanglaPuzzle_Users 1-23,text,true,,963,141,100,100,http://www.banglapuzzle.com/industry/tourism,312,0,0
1673579873548,1650,Industry_Tourism-1,200,OK,BanglaPuzzle_Users 1-23,text,true,,30631,141,100,100,https://www.banglapuzzle.com/industry/tourism,1643,0,0
1673579872709,2502,All_Pages,200,OK,BanglaPuzzle_Users 1-7,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,272,0,0
1673579872709,272,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-7,text,true,,947,125,100,100,http://www.banglapuzzle.com/,272,0,0
1673579872981,2230,All_Pages-1,200,OK,BanglaPuzzle_Users 1-7,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,1938,0,0
1673579872776,2487,All_Pages,200,OK,BanglaPuzzle_Users 1-37,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,273,0,0
1673579872776,273,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-37,text,true,,947,125,100,100,http://www.banglapuzzle.com/,273,0,0
1673579873049,2214,All_Pages-1,200,OK,BanglaPuzzle_Users 1-37,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,1900,0,0
1673579872651,2655,All_Pages,200,OK,BanglaPuzzle_Users 1-5,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,290,0,0
1673579872651,290,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-5,text,true,,947,125,100,100,http://www.banglapuzzle.com/,290,0,0
1673579872941,2365,All_Pages-1,200,OK,BanglaPuzzle_Users 1-5,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2063,0,0
1673579872820,2523,All_Pages,200,OK,BanglaPuzzle_Users 1-27,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,268,0,0
1673579872820,268,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-27,text,true,,947,125,100,100,http://www.banglapuzzle.com/,268,0,0
1673579873088,2255,All_Pages-1,200,OK,BanglaPuzzle_Users 1-27,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,1977,0,0
1673579872801,2569,All_Pages,200,OK,BanglaPuzzle_Users 1-18,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,273,0,0
1673579872801,273,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-18,text,true,,947,125,100,100,http://www.banglapuzzle.com/,273,0,0
1673579873074,2296,All_Pages-1,200,OK,BanglaPuzzle_Users 1-18,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2001,0,0
1673579873206,2186,MobileAppDev_Services,200,OK,BanglaPuzzle_Users 1-24,text,true,,38537,310,100,100,https://www.banglapuzzle.com/service/mobile-app-development,274,0,0
1673579873206,274,MobileAppDev_Services-0,301,Moved Permanently,BanglaPuzzle_Users 1-24,text,true,,977,155,100,100,http://www.banglapuzzle.com/service/mobile-app-development,274,0,0
1673579873480,1912,MobileAppDev_Services-1,200,OK,BanglaPuzzle_Users 1-24,text,true,,37560,155,100,100,https://www.banglapuzzle.com/service/mobile-app-development,1901,0,0
1673579872756,2705,All_Pages,200,OK,BanglaPuzzle_Users 1-64,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,259,0,0
1673579872756,259,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-64,text,true,,947,125,100,100,http://www.banglapuzzle.com/,259,0,0
1673579873015,2446,All_Pages-1,200,OK,BanglaPuzzle_Users 1-64,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2148,0,0
1673579873539,1943,MobileAppDev_Services,200,OK,BanglaPuzzle_Users 1-66,text,true,,38537,310,100,100,https://www.banglapuzzle.com/service/mobile-app-development,335,0,0
1673579873539,335,MobileAppDev_Services-0,301,Moved Permanently,BanglaPuzzle_Users 1-66,text,true,,977,155,100,100,http://www.banglapuzzle.com/service/mobile-app-development,335,0,0
1673579873874,1608,MobileAppDev_Services-1,200,OK,BanglaPuzzle_Users 1-66,text,true,,37560,155,100,100,https://www.banglapuzzle.com/service/mobile-app-development,1605,0,0
1673579873195,2327,News,200,OK,BanglaPuzzle_Users 1-14,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,285,0,0
1673579873195,285,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-14,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,285,0,0
1673579873480,2042,News-1,200,OK,BanglaPuzzle_Users 1-14,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,2029,0,0
1673579873506,2034,News,200,OK,BanglaPuzzle_Users 1-67,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,337,0,0
1673579873506,337,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-67,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,337,0,0
1673579873843,1697,News-1,200,OK,BanglaPuzzle_Users 1-67,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,1695,0,0
1673579873314,2278,Products,200,OK,BanglaPuzzle_Users 1-75,text,true,,37097,266,100,100,https://www.banglapuzzle.com/products,323,0,0
1673579873314,323,Products-0,301,Moved Permanently,BanglaPuzzle_Users 1-75,text,true,,955,133,100,100,http://www.banglapuzzle.com/products,323,0,0
1673579873637,1955,Products-1,200,OK,BanglaPuzzle_Users 1-75,text,true,,36142,133,100,100,https://www.banglapuzzle.com/products,1946,0,0
1673579873142,2459,Industry_Tourism,200,OK,BanglaPuzzle_Users 1-62,text,true,,31594,282,100,100,https://www.banglapuzzle.com/industry/tourism,305,0,0
1673579873142,305,Industry_Tourism-0,301,Moved Permanently,BanglaPuzzle_Users 1-62,text,true,,963,141,100,100,http://www.banglapuzzle.com/industry/tourism,305,0,0
1673579873447,2154,Industry_Tourism-1,200,OK,BanglaPuzzle_Users 1-62,text,true,,30631,141,100,100,https://www.banglapuzzle.com/industry/tourism,2148,0,0
1673579873626,1990,Products,200,OK,BanglaPuzzle_Users 1-69,text,true,,37097,266,100,100,https://www.banglapuzzle.com/products,337,0,0
1673579873626,337,Products-0,301,Moved Permanently,BanglaPuzzle_Users 1-69,text,true,,955,133,100,100,http://www.banglapuzzle.com/products,337,0,0
1673579873963,1653,Products-1,200,OK,BanglaPuzzle_Users 1-69,text,true,,36142,133,100,100,https://www.banglapuzzle.com/products,1641,0,0
1673579873338,2297,News,200,OK,BanglaPuzzle_Users 1-100,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,318,0,0
1673579873338,318,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-100,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,318,0,0
1673579873656,1979,News-1,200,OK,BanglaPuzzle_Users 1-100,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,1968,0,0
1673579873325,2339,News,200,OK,BanglaPuzzle_Users 1-90,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,309,0,0
1673579873325,309,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-90,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,309,0,0
1673579873634,2030,News-1,200,OK,BanglaPuzzle_Users 1-90,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,2020,0,0
1673579872906,2770,All_Pages,200,OK,BanglaPuzzle_Users 1-26,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,266,0,0
1673579872906,266,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-26,text,true,,947,125,100,100,http://www.banglapuzzle.com/,266,0,0
1673579873172,2504,All_Pages-1,200,OK,BanglaPuzzle_Users 1-26,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2172,0,0
1673579873705,2007,News,200,OK,BanglaPuzzle_Users 1-86,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,316,0,0
1673579873705,316,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-86,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,316,0,0
1673579874021,1691,News-1,200,OK,BanglaPuzzle_Users 1-86,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,1681,0,0
1673579872904,2821,All_Pages,200,OK,BanglaPuzzle_Users 1-13,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,260,0,0
1673579872904,260,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-13,text,true,,947,125,100,100,http://www.banglapuzzle.com/,260,0,0
1673579873164,2561,All_Pages-1,200,OK,BanglaPuzzle_Users 1-13,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2230,0,0
1673579873670,2075,News,200,OK,BanglaPuzzle_Users 1-87,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,334,0,0
1673579873670,334,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-87,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,334,0,0
1673579874004,1741,News-1,200,OK,BanglaPuzzle_Users 1-87,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,1731,0,0
1673579873727,2027,Industry_Tourism,200,OK,BanglaPuzzle_Users 1-19,text,true,,31594,282,100,100,https://www.banglapuzzle.com/industry/tourism,316,0,0
1673579873727,316,Industry_Tourism-0,301,Moved Permanently,BanglaPuzzle_Users 1-19,text,true,,963,141,100,100,http://www.banglapuzzle.com/industry/tourism,316,0,0
1673579874043,1711,Industry_Tourism-1,200,OK,BanglaPuzzle_Users 1-19,text,true,,30631,141,100,100,https://www.banglapuzzle.com/industry/tourism,1704,0,0
1673579873760,2006,News,200,OK,BanglaPuzzle_Users 1-25,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,311,0,0
1673579873760,311,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-25,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,311,0,0
1673579874071,1695,News-1,200,OK,BanglaPuzzle_Users 1-25,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,1686,0,0
1673579873409,2388,Products,200,OK,BanglaPuzzle_Users 1-21,text,true,,37097,266,100,100,https://www.banglapuzzle.com/products,338,0,0
1673579873409,338,Products-0,301,Moved Permanently,BanglaPuzzle_Users 1-21,text,true,,955,133,100,100,http://www.banglapuzzle.com/products,338,0,0
1673579873748,2049,Products-1,200,OK,BanglaPuzzle_Users 1-21,text,true,,36142,133,100,100,https://www.banglapuzzle.com/products,2040,0,0
1673579872934,2917,All_Pages,200,OK,BanglaPuzzle_Users 1-70,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,272,0,0
1673579872934,272,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-70,text,true,,947,125,100,100,http://www.banglapuzzle.com/,272,0,0
1673579873206,2645,All_Pages-1,200,OK,BanglaPuzzle_Users 1-70,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2289,0,0
1673579873748,2121,Products,200,OK,BanglaPuzzle_Users 1-15,text,true,,37097,266,100,100,https://www.banglapuzzle.com/products,303,0,0
1673579873748,303,Products-0,301,Moved Permanently,BanglaPuzzle_Users 1-15,text,true,,955,133,100,100,http://www.banglapuzzle.com/products,303,0,0
1673579874051,1818,Products-1,200,OK,BanglaPuzzle_Users 1-15,text,true,,36142,133,100,100,https://www.banglapuzzle.com/products,1805,0,0
1673579873030,2893,All_Pages,200,OK,BanglaPuzzle_Users 1-11,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,295,0,0
1673579873030,295,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-11,text,true,,947,125,100,100,http://www.banglapuzzle.com/,295,0,0
1673579873325,2598,All_Pages-1,200,OK,BanglaPuzzle_Users 1-11,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2226,0,0
1673579873439,2526,Industry_Tourism,200,OK,BanglaPuzzle_Users 1-44,text,true,,31594,282,100,100,https://www.banglapuzzle.com/industry/tourism,309,0,0
1673579873439,309,Industry_Tourism-0,301,Moved Permanently,BanglaPuzzle_Users 1-44,text,true,,963,141,100,100,http://www.banglapuzzle.com/industry/tourism,309,0,0
1673579873748,2217,Industry_Tourism-1,200,OK,BanglaPuzzle_Users 1-44,text,true,,30631,141,100,100,https://www.banglapuzzle.com/industry/tourism,2210,0,0
1673579873494,2507,MobileAppDev_Services,200,OK,BanglaPuzzle_Users 1-51,text,true,,38537,310,100,100,https://www.banglapuzzle.com/service/mobile-app-development,294,0,0
1673579873494,294,MobileAppDev_Services-0,301,Moved Permanently,BanglaPuzzle_Users 1-51,text,true,,977,155,100,100,http://www.banglapuzzle.com/service/mobile-app-development,294,0,0
1673579873788,2213,MobileAppDev_Services-1,200,OK,BanglaPuzzle_Users 1-51,text,true,,37560,155,100,100,https://www.banglapuzzle.com/service/mobile-app-development,2203,0,0
1673579873259,2754,All_Pages,200,OK,BanglaPuzzle_Users 1-40,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,337,0,0
1673579873259,337,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-40,text,true,,947,125,100,100,http://www.banglapuzzle.com/,337,0,0
1673579873596,2417,All_Pages-1,200,OK,BanglaPuzzle_Users 1-40,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2082,0,0
1673579873866,2160,News,200,OK,BanglaPuzzle_Users 1-81,text,true,,38392,258,100,100,https://www.banglapuzzle.com/news,320,0,0
1673579873866,320,News-0,301,Moved Permanently,BanglaPuzzle_Users 1-81,text,true,,951,129,100,100,http://www.banglapuzzle.com/news,320,0,0
1673579874186,1840,News-1,200,OK,BanglaPuzzle_Users 1-81,text,true,,37441,129,100,100,https://www.banglapuzzle.com/news,1830,0,0
1673579873635,2420,All_Pages,200,OK,BanglaPuzzle_Users 1-83,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,328,0,0
1673579873635,328,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-83,text,true,,947,125,100,100,http://www.banglapuzzle.com/,328,0,0
1673579873963,2092,All_Pages-1,200,OK,BanglaPuzzle_Users 1-83,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,1806,0,0
1673579873523,2565,Industry_Tourism,200,OK,BanglaPuzzle_Users 1-88,text,true,,31594,282,100,100,https://www.banglapuzzle.com/industry/tourism,351,0,0
1673579873523,351,Industry_Tourism-0,301,Moved Permanently,BanglaPuzzle_Users 1-88,text,true,,963,141,100,100,http://www.banglapuzzle.com/industry/tourism,351,0,0
1673579873874,2214,Industry_Tourism-1,200,OK,BanglaPuzzle_Users 1-88,text,true,,30631,141,100,100,https://www.banglapuzzle.com/industry/tourism,2207,0,0
1673579873098,3021,All_Pages,200,OK,BanglaPuzzle_Users 1-50,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,310,0,0
1673579873098,310,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-50,text,true,,947,125,100,100,http://www.banglapuzzle.com/,310,0,0
1673579873408,2711,All_Pages-1,200,OK,BanglaPuzzle_Users 1-50,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2409,0,0
1673579873888,2243,MobileAppDev_Services,200,OK,BanglaPuzzle_Users 1-35,text,true,,38537,310,100,100,https://www.banglapuzzle.com/service/mobile-app-development,346,0,0
1673579873888,346,MobileAppDev_Services-0,301,Moved Permanently,BanglaPuzzle_Users 1-35,text,true,,977,155,100,100,http://www.banglapuzzle.com/service/mobile-app-development,346,0,0
1673579874234,1897,MobileAppDev_Services-1,200,OK,BanglaPuzzle_Users 1-35,text,true,,37560,155,100,100,https://www.banglapuzzle.com/service/mobile-app-development,1887,0,0
1673579873182,2970,All_Pages,200,OK,BanglaPuzzle_Users 1-45,text,true,,65446,250,100,100,https://www.banglapuzzle.com/,289,0,0
1673579873182,289,All_Pages-0,301,Moved Permanently,BanglaPuzzle_Users 1-45,text,true,,947,125,100,100,http://www.banglapuzzle.com/,289,0,0
1673579873471,2681,All_Pages-1,200,OK,BanglaPuzzle_Users 1-45,text,true,,64499,125,100,100,https://www.banglapuzzle.com/,2382,0,0
1673579873656,2507,MobileAppDev_Services,200,OK,BanglaPuzzle_Users 1-31,text,true,,38537,310,100,100,https://www.banglapuzzle.com/service/mobile-app-development,323,0,0
1673579873656,323,MobileAppDev_Services-0,301,Moved Permanently,BanglaPuzzle_Users 1-31,text,true,,977,155,100,100,http://www.banglapuzzle.com/service/mobile-app-development,323,0,0
1673579873979,2184,MobileAppDev_Services-1,200,OK,BanglaPuzzle_Users 1-31,text,true,,37560,155,100,100,https://www.banglapuzzle.com/service/mobile-app-development,2174,0,0
